symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
CENPC	-0.11579	4.5548	-0.4931	0.63432	0.77598	-6.8515
NUFIP1	-0.10425	2.9969	-0.49291	0.63445	0.77603	-6.8516
METAP1	0.11156	7.3802	0.49275	0.63456	0.77606	-6.8517
RRP15	0.043285	2.5812	0.49257	0.63469	0.7761	-6.8518
CACNB1	0.066872	5.8683	0.49217	0.63495	0.77631	-6.852
RP11-619A14.2	-0.045944	5.2985	-0.49179	0.63521	0.77631	-6.8522
PTEN	0.048392	4.7335	0.49173	0.63525	0.77631	-6.8523
GTSE1	-0.042787	5.2329	-0.49168	0.63529	0.77631	-6.8523
SKIV2L2	-0.062652	5.074	-0.49158	0.63535	0.77631	-6.8524
CYTH2	0.047401	7.0085	0.49151	0.6354	0.77631	-6.8524
GNAL	0.07523	5.0935	0.49114	0.63565	0.77651	-6.8526
ITGAD	-0.072165	5.0491	-0.49096	0.63577	0.77655	-6.8527
AGTPBP1	0.061428	4.323	0.49047	0.63611	0.77684	-6.8529
MYOZ2	-0.060393	3.2083	-0.49023	0.63627	0.77693	-6.8531
PCM1	-0.050484	3.0926	-0.48989	0.6365	0.77711	-6.8532
SEMA3A	-0.039796	2.974	-0.48937	0.63686	0.77743	-6.8535
INS	-0.063506	6.1364	-0.48913	0.63701	0.77751	-6.8536
URI1	-0.13687	7.0511	-0.48871	0.6373	0.77775	-6.8539
CNGA3	0.048535	2.9969	0.48802	0.63777	0.77822	-6.8542
MGST3	-0.18059	8.949	-0.48788	0.63787	0.77822	-6.8543
LYPD1	-0.04533	3.8721	-0.48757	0.63808	0.77837	-6.8545
SLC16A7	0.23882	5.063	0.48722	0.63832	0.77842	-6.8546
MOG	0.048289	5.1695	0.48714	0.63837	0.77842	-6.8547
COX6C	0.11812	9.003	0.48711	0.63839	0.77842	-6.8547
IL4	0.051298	4.3688	0.48652	0.63879	0.7788	-6.855
PRKCA	0.063495	3.7815	0.48507	0.63978	0.77986	-6.8558
LILRB2	-0.16656	7.0024	-0.48498	0.63984	0.77986	-6.8558
CSNK2A2	-0.052771	5.8171	-0.48472	0.64002	0.77996	-6.856
LSM3	-0.11536	7.7032	-0.48448	0.64018	0.78005	-6.8561
PPP1R2P9	0.047625	3.5212	0.48431	0.64029	0.78006	-6.8562
TSFM	-0.04127	5.3188	-0.4842	0.64037	0.78006	-6.8562
LINC00837	-0.040186	4.6652	-0.48404	0.64048	0.78008	-6.8563
ITGAV	-0.18345	5.9052	-0.48362	0.64076	0.78008	-6.8565
CYP2C9	0.046116	5.1364	0.48344	0.64089	0.78008	-6.8566
APOL1	0.086016	4.5164	0.48341	0.64091	0.78008	-6.8566
DNAJB2	0.037866	6.9296	0.48339	0.64093	0.78008	-6.8567
SYT17	0.044189	5.0137	0.48317	0.64108	0.78008	-6.8568
LILRB1	0.057594	2.4416	0.48312	0.64111	0.78008	-6.8568
THSD7A	-0.056059	3.8944	-0.483	0.64119	0.78008	-6.8569
RPUSD2	-0.041875	6.347	-0.48299	0.6412	0.78008	-6.8569
MYOD1	0.048271	5.9612	0.48264	0.64144	0.78026	-6.857
VWF	0.076216	4.5359	0.48203	0.64185	0.78059	-6.8574
MPP2	0.044806	6.5003	0.48191	0.64193	0.78059	-6.8574
BAX	-0.11909	7.1043	-0.48184	0.64198	0.78059	-6.8575
MPO	-0.056057	5.5584	-0.48154	0.64218	0.78072	-6.8576
LTF	0.04443	5.8402	0.4809	0.64262	0.78115	-6.8579
TGM3	-0.067044	5.7141	-0.48012	0.64316	0.78153	-6.8584
SUPV3L1	0.1386	5.0767	0.48007	0.64318	0.78153	-6.8584
PRDX1	0.10957	11.275	0.48004	0.64321	0.78153	-6.8584
USP6	0.041998	5.818	0.4797	0.64344	0.78171	-6.8586
FAM50A	-0.059543	8.1884	-0.47941	0.64364	0.78183	-6.8587
KLF12	-0.048446	4.2824	-0.47849	0.64427	0.78237	-6.8592
FUT9	0.045727	2.6299	0.47843	0.64431	0.78237	-6.8592
HSPA1L	-0.053703	5.7711	-0.47836	0.64435	0.78237	-6.8593
IFNA10	0.044125	3.6059	0.47803	0.64458	0.78254	-6.8594
RGN	0.04303	4.3822	0.47764	0.64485	0.78275	-6.8596
MDK	0.052488	5.9022	0.4775	0.64494	0.78275	-6.8597
CTIF	-0.056826	6.6537	-0.47691	0.64535	0.78314	-6.86
HIST1H1B	-0.068579	5.3775	-0.4766	0.64556	0.78326	-6.8602
ATG4B	0.055857	6.9768	0.47649	0.64563	0.78326	-6.8602
ART4	-0.035213	3.7863	-0.47633	0.64574	0.78329	-6.8603
CEACAM5	-0.037633	4.5864	-0.47589	0.64604	0.78329	-6.8605
HAL	-0.052443	5.9757	-0.47579	0.64611	0.78329	-6.8606
MFAP1	0.11302	7.4866	0.47575	0.64614	0.78329	-6.8606
GNA15	-0.14855	8.3187	-0.47567	0.64619	0.78329	-6.8606
PHF8	-0.1217	5.6203	-0.47566	0.6462	0.78329	-6.8606
TYMP	-0.12528	9.522	-0.47489	0.64673	0.78373	-6.861
EMP2	0.039382	3.9111	0.47484	0.64676	0.78373	-6.8611
CALU	0.17041	7.9852	0.47473	0.64684	0.78373	-6.8611
PLIN3	-0.043396	6.9278	-0.47404	0.64731	0.7842	-6.8615
HPN	-0.050652	7.7056	-0.47312	0.64794	0.78484	-6.8619
HOXC5	0.060135	7.7071	0.47247	0.64838	0.78527	-6.8623
GNE	-0.087349	6.625	-0.47221	0.64857	0.78538	-6.8624
IGSF9B	-0.048933	8.4793	-0.47171	0.64891	0.78569	-6.8627
TM2D1	-0.10324	5.024	-0.47118	0.64927	0.78602	-6.8629
PPP5C	-0.063022	6.1311	-0.47061	0.64966	0.78638	-6.8632
MAGI2	0.041564	2.7917	0.46981	0.65021	0.78694	-6.8636
FSCN2	0.042214	5.3702	0.46928	0.65057	0.78726	-6.8639
MAPRE2	0.12332	4.7986	0.46728	0.65195	0.78882	-6.8649
UBE2K	0.13628	4.0158	0.46641	0.65255	0.78943	-6.8653
BNC1	-0.037149	3.2083	-0.46599	0.65283	0.78966	-6.8656
COL6A1	-0.059921	6.3427	-0.46517	0.6534	0.79024	-6.866
BUB1B	0.062405	3.714	0.46473	0.6537	0.79049	-6.8662
USO1	-0.063174	3.2419	-0.46295	0.65493	0.79186	-6.8671
ME3	0.076544	5.1108	0.46272	0.65508	0.79194	-6.8672
EHD1	0.21845	7.3723	0.46227	0.65539	0.7922	-6.8674
NECAB3	-0.039471	7.1973	-0.46172	0.65578	0.79256	-6.8677
MDM2	0.038946	3.3848	0.46151	0.65592	0.79261	-6.8678
DYRK1A	0.058223	4.513	0.46139	0.656	0.79261	-6.8679
PTGS1	0.074072	6.7411	0.46083	0.65638	0.79266	-6.8681
NPPA	-0.06752	5.5794	-0.46081	0.6564	0.79266	-6.8682
KCNIP4	0.048907	4.734	0.4608	0.65641	0.79266	-6.8682
LOC101928062	0.058733	5.981	0.46079	0.65641	0.79266	-6.8682
NR1H3	-0.27135	6.6723	-0.4604	0.65668	0.79287	-6.8684
EHHADH	0.036867	2.2172	0.46028	0.65677	0.79287	-6.8684
TCEB3	0.047446	3.4419	0.45962	0.65722	0.7933	-6.8687
ZBTB18	0.10355	4.8389	0.45925	0.65748	0.7935	-6.8689
IPO5	0.18119	4.9948	0.45907	0.6576	0.79354	-6.869
UBL3	0.084242	6.4443	0.45864	0.6579	0.79379	-6.8692
KCNA6	-0.054592	3.04	-0.45764	0.65859	0.79445	-6.8697
PFKFB1	-0.042767	5.0038	-0.45752	0.65867	0.79445	-6.8698
FABP2	0.050532	2.5319	0.45736	0.65878	0.79445	-6.8699
HYAL3	0.049869	5.0755	0.45731	0.65881	0.79445	-6.8699
IFNA5	-0.047086	3.4709	-0.45706	0.65899	0.79447	-6.87
EGR4	-0.044846	5.57	-0.45702	0.65901	0.79447	-6.87
ITGB3BP	-0.060494	5.2154	-0.45677	0.65918	0.79456	-6.8702
FBXO7	0.061549	8.7415	0.45497	0.66043	0.79595	-6.871
GC	-0.035738	2.7124	-0.4539	0.66117	0.79662	-6.8716
PCDHB17	-0.043104	3.7661	-0.45384	0.66121	0.79662	-6.8716
RNMT	0.062936	6.6266	0.45365	0.66134	0.79662	-6.8717
OPA1	-0.097796	5.2982	-0.45356	0.66141	0.79662	-6.8717
CBX3	0.074495	8.1627	0.4535	0.66145	0.79662	-6.8718
BLK	-0.056529	6.3091	-0.45321	0.66165	0.79675	-6.8719
FAM76A	-0.035351	3.0384	-0.45264	0.66204	0.79709	-6.8722
CASP8	-0.061863	5.9084	-0.45244	0.66218	0.79709	-6.8723
NCAPH2	0.061462	6.0314	0.45227	0.6623	0.79709	-6.8724
DIO1	0.0637	3.2046	0.45226	0.6623	0.79709	-6.8724
COX5B	-0.087183	8.9545	-0.45191	0.66255	0.79728	-6.8725
F2RL3	-0.048684	6.171	-0.45137	0.66292	0.79762	-6.8728
DSC3	-0.043324	3.2853	-0.45099	0.66319	0.79767	-6.873
ARHGEF12	0.035686	3.8069	0.45092	0.66324	0.79767	-6.873
GYPE	0.039786	3.3927	0.45079	0.66332	0.79767	-6.8731
KIAA1109	-0.1577	6.8065	-0.4505	0.66353	0.79767	-6.8732
MAP2K4	-0.10153	6.1153	-0.45046	0.66355	0.79767	-6.8732
MMP20	0.034388	3.4587	0.45044	0.66357	0.79767	-6.8733
HIPK3	0.053121	5.3859	0.45037	0.66362	0.79767	-6.8733
OPTN	0.17485	6.5161	0.4498	0.66401	0.79804	-6.8736
CNTN1	-0.040952	3.6559	-0.44906	0.66452	0.79835	-6.8739
TUG1	-0.055819	7.3715	-0.44902	0.66455	0.79835	-6.874
SFN	0.044246	8.2272	0.44902	0.66455	0.79835	-6.874
TLR3	0.041029	2.1962	0.44865	0.66481	0.79855	-6.8741
GABRA1	-0.057094	3.686	-0.44847	0.66493	0.79859	-6.8742
YWHAE	-0.097363	7.3066	-0.44802	0.66524	0.79877	-6.8744
NPY2R	0.031656	3.8599	0.44798	0.66527	0.79877	-6.8745
RAB14	0.076547	9.0202	0.44658	0.66625	0.79983	-6.8751
CBL	-0.14232	4.1062	-0.44633	0.66642	0.7999	-6.8753
THBS3	0.10961	6.226	0.44619	0.66651	0.7999	-6.8753
IGFBP2	0.054449	5.038	0.44604	0.66662	0.7999	-6.8754
PRH1	-0.051029	5.8702	-0.44595	0.66668	0.7999	-6.8754
LINC00302	0.037417	6.3462	0.44542	0.66705	0.80024	-6.8757
TSN	0.052814	6.7106	0.44502	0.66733	0.80046	-6.8759
SIAH1	-0.087087	7.161	-0.44457	0.66764	0.80073	-6.8761
SSTR3	-0.043891	6.7404	-0.44351	0.66838	0.80143	-6.8766
RPA3	-0.10049	6.258	-0.44345	0.66842	0.80143	-6.8766
FAM114A1	-0.073504	5.6238	-0.44276	0.6689	0.80173	-6.877
FUT6	-0.055539	7.5186	-0.44275	0.6689	0.80173	-6.877
ZC3H14	0.083228	5.1081	0.44269	0.66895	0.80173	-6.877
UMOD	0.044999	6.28	0.44242	0.66913	0.80184	-6.8771
TBX2	0.066041	5.8603	0.44164	0.66968	0.80239	-6.8775
TRIM58	-0.059966	3.9256	-0.44098	0.67013	0.80282	-6.8778
SMYD2	0.059655	2.9306	0.4406	0.6704	0.80285	-6.878
NDUFS6	-0.10661	7.7276	-0.44058	0.67041	0.80285	-6.878
MUC5B	0.049755	6.3345	0.44055	0.67044	0.80285	-6.878
LSM14A	0.034907	7.3872	0.4402	0.67068	0.80302	-6.8782
ZMPSTE24	-0.12594	6.445	-0.4396	0.6711	0.80341	-6.8785
ASIC3	-0.039642	6.4524	-0.43934	0.67128	0.80352	-6.8786
FETUB	-0.049803	5.6163	-0.43879	0.67166	0.80387	-6.8789
PTGER4	0.08887	6.7344	0.43776	0.67238	0.8046	-6.8794
MATK	0.11431	6.9871	0.43752	0.67255	0.8046	-6.8795
PARVA	0.044367	6.0208	0.43738	0.67265	0.8046	-6.8795
TGM4	-0.050504	6.3863	-0.43723	0.67275	0.8046	-6.8796
P2RX6	-0.04721	7.8004	-0.43714	0.67281	0.8046	-6.8796
GIP	-0.043518	5.4279	-0.43712	0.67283	0.8046	-6.8797
PDGFRL	-0.063272	3.4696	-0.4368	0.67305	0.80467	-6.8798
TAPBP	0.071059	9.6651	0.43676	0.67308	0.80467	-6.8798
FST	-0.037305	5.3975	-0.43642	0.67332	0.80473	-6.88
NUS1P3	0.092294	5.174	0.43634	0.67337	0.80473	-6.88
MAP2K5	-0.069106	5.2513	-0.43621	0.67346	0.80473	-6.8801
DKK4	-0.042213	5.8317	-0.43608	0.67355	0.80473	-6.8801
AQP2	-0.045523	6.284	-0.436	0.67361	0.80473	-6.8802
CASQ2	0.036713	3.6305	0.43566	0.67385	0.80473	-6.8803
GTF3A	0.13216	7.4443	0.43564	0.67386	0.80473	-6.8804
LEPREL4	-0.050112	5.4592	-0.43561	0.67388	0.80473	-6.8804
DNMBP	-0.1002	6.0254	-0.43491	0.67437	0.80507	-6.8807
ACSM1	-0.045953	4.0018	-0.43489	0.67438	0.80507	-6.8807
HR	0.050481	6.0532	0.43468	0.67453	0.80507	-6.8808
DUSP9	-0.046038	6.5217	-0.43458	0.6746	0.80507	-6.8809
KIAA0020	0.09838	6.1771	0.43454	0.67463	0.80507	-6.8809
IL15RA	-0.053003	5.6972	-0.434	0.67501	0.80535	-6.8811
LRRN3	0.04831	2.5602	0.43394	0.67504	0.80535	-6.8812
P2RX5	-0.042429	6.8195	-0.43371	0.6752	0.80542	-6.8813
LAMB4	0.051357	3.0039	0.43358	0.6753	0.80542	-6.8813
POLE2	-0.032413	3.0561	-0.43261	0.67598	0.80612	-6.8818
INPP5J	-0.063485	6.7519	-0.432	0.6764	0.80646	-6.8821
CDX1	0.047567	4.7993	0.43185	0.6765	0.80646	-6.8821
SNX4	0.081829	6.1674	0.43181	0.67654	0.80646	-6.8822
PHF20	-0.057341	4.6472	-0.43166	0.67664	0.80647	-6.8822
ETFA	-0.1172	7.4142	-0.43115	0.67699	0.80678	-6.8825
MAPK11	-0.039751	6.4952	-0.43031	0.67758	0.80726	-6.8829
CD5	0.046137	7.1342	0.43031	0.67759	0.80726	-6.8829
GGCX	0.051374	4.748	0.42997	0.67782	0.80734	-6.883
ZDHHC3	-0.064612	6.8664	-0.42994	0.67784	0.80734	-6.883
CXCL5	0.17816	5.8351	0.42977	0.67796	0.80736	-6.8831
SCGB2A1	0.036657	3.5998	0.42928	0.6783	0.80736	-6.8833
CNTRL	-0.079143	3.7283	-0.4292	0.67836	0.80736	-6.8834
NR3C2	-0.037616	5.5495	-0.42891	0.67857	0.80736	-6.8835
PRPH2	0.036468	4.5385	0.4289	0.67857	0.80736	-6.8835
PNOC	-0.058582	6.5691	-0.42886	0.6786	0.80736	-6.8835
E2F1	0.037651	5.8862	0.42879	0.67865	0.80736	-6.8836
LOC102725134	-0.072647	4.2953	-0.42862	0.67876	0.80736	-6.8836
BAZ2A	-0.071552	7.1703	-0.4286	0.67878	0.80736	-6.8837
RAB22A	-0.098818	6.8663	-0.42858	0.67879	0.80736	-6.8837
MPP6	-0.054994	2.8615	-0.4283	0.67899	0.80748	-6.8838
ATP5H	-0.10038	9.389	-0.42795	0.67924	0.80753	-6.884
CDK8	0.074406	5.7931	0.42787	0.67929	0.80753	-6.884
CLEC4M	0.036055	4.7416	0.42778	0.67935	0.80753	-6.884
SZRD1	-0.063609	7.8651	-0.42771	0.6794	0.80753	-6.8841
PRKAB2	0.06004	3.627	0.42722	0.67975	0.80782	-6.8843
SEC23A	-0.14909	6.9845	-0.42667	0.68013	0.80817	-6.8845
ZNF23	0.044359	4.722	0.42651	0.68024	0.80819	-6.8846
KRT75	-0.043335	7.233	-0.42611	0.68053	0.80839	-6.8848
ADCY8	-0.031374	3.0809	-0.42601	0.6806	0.80839	-6.8849
USP33	-0.12994	7.5732	-0.42575	0.68078	0.80849	-6.885
ERVW-1	0.031278	3.8534	0.42531	0.68109	0.80865	-6.8852
CADM1	0.13975	4.3084	0.4253	0.68109	0.80865	-6.8852
MRPS14	-0.035143	3.4818	-0.42457	0.68161	0.80914	-6.8855
SOX12	0.063717	5.3645	0.42443	0.6817	0.80914	-6.8856
UQCRQ	-0.11362	10.159	-0.42431	0.68179	0.80914	-6.8856
SDS	0.17494	8.4187	0.42388	0.68209	0.80939	-6.8858
FAM107A	-0.066646	7.4156	-0.42369	0.68222	0.80943	-6.8859
SEC63	-0.093308	6.375	-0.42324	0.68254	0.80961	-6.8861
ZNF146	-0.12191	9.0092	-0.42306	0.68266	0.80961	-6.8862
TUSC3	0.050184	3.2353	0.42285	0.68281	0.80961	-6.8863
LSM7	0.077509	7.9017	0.42267	0.68294	0.80961	-6.8864
ATG5	-0.052166	3.9627	-0.42251	0.68305	0.80961	-6.8865
HLA-DRB6	-0.039089	4.1886	-0.4225	0.68306	0.80961	-6.8865
TSPYL2	0.11552	5.6844	0.42247	0.68308	0.80961	-6.8865
SUSD5	0.039758	2.7811	0.4224	0.68313	0.80961	-6.8865
CDH1	0.032248	4.4586	0.42182	0.68353	0.80997	-6.8868
CRYBA4	0.047074	7.2067	0.4217	0.68362	0.80997	-6.8868
CACNG3	-0.034327	6.4801	-0.42122	0.68396	0.81018	-6.8871
EXOSC9	0.046494	3.587	0.42118	0.68399	0.81018	-6.8871
AKAP5	0.030304	2.3052	0.42076	0.68428	0.81042	-6.8873
GALNT18	0.04338	7.3341	0.42063	0.68437	0.81042	-6.8873
FABP1	0.056126	3.2836	0.42029	0.68461	0.81059	-6.8875
RAG2	0.039876	3.7222	0.41975	0.68499	0.81093	-6.8877
TRIM24	-0.049718	4.1116	-0.41923	0.68536	0.81125	-6.888
MYH15	0.04554	4.7891	0.41894	0.68556	0.81138	-6.8881
CLDN4	-0.038786	8.4755	-0.41864	0.68577	0.81145	-6.8882
TMEM87A	0.089547	7.6068	0.41859	0.68581	0.81145	-6.8882
LRIG2	0.035308	4.5157	0.41732	0.6867	0.81239	-6.8888
DUSP2	0.19737	7.6483	0.41718	0.6868	0.8124	-6.8889
CCDC6	0.067102	5.1296	0.41645	0.68731	0.81272	-6.8892
ATP8B1	0.039629	5.537	0.41638	0.68736	0.81272	-6.8893
PEX5	0.049691	5.991	0.41621	0.68748	0.81272	-6.8893
PXDC1	0.048806	7.1227	0.41614	0.68753	0.81272	-6.8894
HTRA2	-0.03542	6.8819	-0.41612	0.68754	0.81272	-6.8894
CHKA	-0.070966	7.6316	-0.41558	0.68792	0.81306	-6.8896
WFDC2	-0.052426	6.3885	-0.41518	0.68821	0.81318	-6.8898
DNASE1	-0.048373	7.1782	-0.41517	0.68821	0.81318	-6.8898
HOXC11	0.042959	5.8097	0.41428	0.68884	0.81381	-6.8902
PTGIS	0.028411	4.2137	0.41369	0.68926	0.81419	-6.8905
SPINK4	-0.06063	4.7976	-0.41306	0.6897	0.8146	-6.8907
THOC2	-0.041255	5.8138	-0.41247	0.69012	0.81498	-6.891
FXR1	0.16562	4.4602	0.41225	0.69027	0.81506	-6.8911
CMC4	-0.048674	6.2569	-0.41209	0.69039	0.81508	-6.8912
CNR2	0.039422	6.2697	0.41168	0.69068	0.81531	-6.8914
SLC17A4	0.041276	3.0803	0.4113	0.69095	0.81551	-6.8915
KRT7	0.04225	5.2324	0.41062	0.69142	0.81586	-6.8918
CRLF1	0.054293	5.7597	0.41061	0.69143	0.81586	-6.8918
FMO6P	0.031352	3.8928	0.41021	0.69172	0.81593	-6.892
PDS5A	-0.095472	5.9275	-0.41011	0.69178	0.81593	-6.8921
GGPS1	0.086103	6.9455	0.4101	0.69179	0.81593	-6.8921
ACAP1	-0.047157	6.9128	-0.41	0.69186	0.81593	-6.8921
ARSF	-0.037986	4.5245	-0.40959	0.69215	0.81615	-6.8923
SOX5	0.036308	3.1848	0.40903	0.69254	0.8165	-6.8925
AHSG	0.048828	5.2219	0.40835	0.69303	0.81697	-6.8928
FGF18	0.074272	5.0331	0.40763	0.69353	0.81745	-6.8932
ATXN1	-0.091466	7.4917	-0.40739	0.69371	0.81754	-6.8933
CHRNE	0.045308	5.4466	0.40679	0.69413	0.81789	-6.8935
TSSK2	-0.043003	5.3261	-0.4067	0.69419	0.81789	-6.8936
ZNF330	-0.077385	5.8587	-0.40635	0.69444	0.81807	-6.8937
CACNA2D1	-0.031472	3.104	-0.406	0.69469	0.81825	-6.8939
KRT85	0.039878	5.0885	0.40572	0.69489	0.81837	-6.894
NPIPB15	0.03163	7.7691	0.40555	0.69501	0.8184	-6.8941
ADSL	-0.054319	6.3593	-0.40503	0.69538	0.81873	-6.8943
GFAP	0.043702	5.3161	0.40453	0.69573	0.81903	-6.8945
HSD17B10	-0.093117	7.5758	-0.40399	0.69611	0.81936	-6.8948
CD1D	-0.10453	4.8727	-0.40352	0.69645	0.81949	-6.895
GPLD1	0.035676	3.8461	0.40348	0.69647	0.81949	-6.895
NCL	0.071587	9.961	0.40344	0.6965	0.81949	-6.895
SELE	0.03851	2.8553	0.40279	0.69696	0.81992	-6.8953
NSA2	-0.10918	6.3546	-0.40261	0.69709	0.81996	-6.8954
ATF6B	-0.041983	6.2011	-0.40232	0.6973	0.82003	-6.8955
LINC00563	0.043819	4.4331	0.40213	0.69743	0.82003	-6.8956
FOXF2	0.03831	3.144	0.40192	0.69758	0.82003	-6.8957
RALGDS	-0.072594	5.6859	-0.40176	0.69769	0.82003	-6.8957
PTGDR2	0.034152	6.1919	0.40173	0.69771	0.82003	-6.8958
GNAT1	0.051935	5.7587	0.40172	0.69772	0.82003	-6.8958
PDE5A	-0.043933	4.4012	-0.40069	0.69845	0.82066	-6.8962
RBM17	-0.048458	3.9894	-0.40066	0.69847	0.82066	-6.8962
CAPN7	0.039156	5.0131	0.40049	0.69859	0.82066	-6.8963
PDE2A	-0.04491	7.4234	-0.40042	0.69864	0.82066	-6.8963
GCM1	-0.038453	5.4775	-0.39975	0.69911	0.821	-6.8966
TMEM246	0.048364	5.4023	0.39972	0.69914	0.821	-6.8966
RHOBTB2	0.031353	5.1907	0.39962	0.69921	0.821	-6.8967
CHST2	-0.10922	5.7876	-0.39928	0.69945	0.82109	-6.8968
TUBB4A	0.043989	6.6384	0.39924	0.69948	0.82109	-6.8968
RANBP1	0.10671	5.9138	0.39886	0.69975	0.8213	-6.897
TRIM29	0.044628	4.0167	0.39815	0.70025	0.82178	-6.8973
HSPA12A	0.033525	2.8391	0.39788	0.70045	0.82189	-6.8974
HERC4	-0.064196	3.3957	-0.39712	0.70099	0.82238	-6.8978
RPIA	0.093662	5.8994	0.39702	0.70106	0.82238	-6.8978
GTF2H2B	-0.072746	2.8183	-0.39609	0.70171	0.82286	-6.8982
UPK3A	0.041748	6.3581	0.39607	0.70173	0.82286	-6.8982
AMELY	0.040834	6.2729	0.39575	0.70195	0.82286	-6.8983
PTPN7	0.068397	6.605	0.3956	0.70206	0.82286	-6.8984
PDHX	-0.13148	6.4581	-0.39555	0.7021	0.82286	-6.8984
TK1	0.051836	6.1502	0.39551	0.70212	0.82286	-6.8985
CORO2B	0.043991	5.2035	0.39546	0.70216	0.82286	-6.8985
RND1	-0.034223	5.5823	-0.39528	0.70229	0.82286	-6.8985
PDC	-0.038977	3.3153	-0.39523	0.70232	0.82286	-6.8986
ATP1A2	-0.049306	3.4029	-0.39442	0.7029	0.82316	-6.8989
GLRX	-0.12664	8.301	-0.3944	0.70291	0.82316	-6.8989
PPBPP2	-0.034027	4.4918	-0.39438	0.70293	0.82316	-6.8989
KIAA0430	0.05701	4.5739	0.39426	0.70301	0.82316	-6.899
LARP4	-0.13605	6.5739	-0.3942	0.70306	0.82316	-6.899
UCHL3	-0.067807	5.8797	-0.39347	0.70358	0.82366	-6.8993
NKTR	-0.062368	4.7886	-0.39287	0.70401	0.82405	-6.8996
DAPK2	-0.03995	6.2935	-0.39217	0.7045	0.82449	-6.8999
KIF5A	0.028052	5.6744	0.39207	0.70457	0.82449	-6.8999
ATRNL1	0.038279	3.0948	0.39162	0.70489	0.82466	-6.9001
STX4	-0.10348	8.2009	-0.3916	0.70491	0.82466	-6.9001
UNC13A	0.054347	4.2178	0.39105	0.7053	0.82501	-6.9004
ZNF280B	0.036598	3.9806	0.39032	0.70582	0.82545	-6.9007
PRKG2	0.029484	2.2709	0.39025	0.70587	0.82545	-6.9007
DNAJA2	-0.058566	5.6657	-0.39	0.70604	0.82554	-6.9008
SEPT4	-0.03758	3.772	-0.38982	0.70618	0.82558	-6.9009
TAF11	-0.047392	6.621	-0.38948	0.70642	0.82565	-6.901
ZNF500	-0.029677	5.1883	-0.38947	0.70642	0.82565	-6.901
KIAA1462	0.032531	3.9377	0.3892	0.70662	0.82576	-6.9011
TTC30A	0.029726	2.4333	0.38893	0.70681	0.82588	-6.9013
ELF4	0.087731	8.183	0.38878	0.70692	0.82589	-6.9013
ANAPC10	0.12421	3.5998	0.3885	0.70712	0.8259	-6.9014
ADAM11	0.036436	6.8708	0.38849	0.70712	0.8259	-6.9014
SMPDL3B	0.042888	7.0918	0.38793	0.70752	0.82625	-6.9017
PLEKHG3	-0.063934	7.6888	-0.38755	0.70779	0.82646	-6.9018
PXN	-0.048599	7.0636	-0.38721	0.70804	0.82653	-6.902
CRH	-0.044828	3.7606	-0.3872	0.70804	0.82653	-6.902
TNNI1	-0.046959	6.719	-0.38648	0.70856	0.82702	-6.9023
MAP2K6	0.048423	4.1654	0.3862	0.70875	0.82707	-6.9024
KCNN1	-0.038111	6.6681	-0.38615	0.7088	0.82707	-6.9024
KIAA1549L	-0.030078	2.5468	-0.38568	0.70913	0.82711	-6.9026
PNISR	-0.12719	5.1841	-0.38561	0.70918	0.82711	-6.9027
ESR2	0.055258	5.4821	0.38548	0.70927	0.82711	-6.9027
LOC101930392	0.032625	4.1731	0.38543	0.70931	0.82711	-6.9027
SMAD6	0.047013	3.9021	0.38543	0.70931	0.82711	-6.9027
SYT2	-0.043493	6.2209	-0.38511	0.70953	0.82726	-6.9029
GBX1	-0.041911	5.692	-0.38458	0.70991	0.82754	-6.9031
SEZ6L	0.026841	4.982	0.38451	0.70996	0.82754	-6.9031
SRPX2	-0.042686	4.2925	-0.38413	0.71024	0.82775	-6.9033
ACAP2	-0.072293	6.1773	-0.38388	0.71041	0.82784	-6.9034
SP1	-0.05245	6.0711	-0.38368	0.71055	0.82789	-6.9035
NUPR1	0.15288	6.1289	0.38337	0.71078	0.82804	-6.9036
KLF1	-0.043188	6.2436	-0.38255	0.71136	0.82861	-6.9039
CRABP1	0.049776	4.9827	0.38193	0.71181	0.82902	-6.9042
DEFA6	-0.031821	4.3395	-0.38097	0.71249	0.8296	-6.9046
ATP4B	-0.037751	4.5308	-0.38085	0.71258	0.8296	-6.9046
PPP1R12B	0.031082	5.4901	0.38082	0.7126	0.8296	-6.9047
RAB5A	0.10029	8.084	0.38016	0.71307	0.82995	-6.9049
CLCN1	0.04698	6.1241	0.38013	0.71309	0.82995	-6.9049
NCKIPSD	-0.032683	7.5477	-0.37987	0.71328	0.83006	-6.905
PRSS3P3	-0.02992	2.8955	-0.37948	0.71356	0.83027	-6.9052
SOX3	0.047099	6.1488	0.37909	0.71384	0.83048	-6.9054
SERINC1	0.065929	9.1139	0.37877	0.71407	0.83064	-6.9055
PSCA	-0.042383	5.9461	-0.37862	0.71418	0.83065	-6.9056
STAU2	-0.042963	4.3479	-0.37805	0.71458	0.83102	-6.9058
TXNL4A	0.073846	4.912	0.37774	0.7148	0.83116	-6.9059
TUBA4A	0.040282	7.2615	0.37758	0.71492	0.83118	-6.906
MNX1	-0.038993	4.1939	-0.377	0.71533	0.83155	-6.9062
RPS5	-0.064839	10.845	-0.37607	0.716	0.83222	-6.9066
ATP10A	-0.029308	5.0791	-0.37513	0.71667	0.83286	-6.907
