ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007265	Ras protein signal transduction	123/2551	448/18670	5.732e-15	3.158e-12	1.925e-12	NISCH/FBP1/EPHB2/ARHGAP4/IGF1/DENND4B/RAB5C/TRIM28/ARHGDIA/VAV1/ARHGEF6/RHOG/MYO9B/GDI1/SHOC2/RAB11B/RAB1A/JUN/ABL2/CTNNAL1/ABR/TIMP2/CDKN1A/SPRY2/DNMT1/RAPGEF2/P2RY10/ARF6/RAP1B/TP53/ARHGEF11/CDC42EP3/CELSR1/CFL1/GBF1/ROCK1/ITGB1/WAS/AKAP13/LZTR1/RAB21/ABL1/ARHGAP1/AIF1/RHOQ/RIT1/RAP2A/NET1/CYFIP1/NOTCH2/ELMO1/PSD3/RGL2/RHOH/PLD1/RAPGEF1/HRAS/RAP2C/SGSM3/KRAS/PECAM1/SETDB1/RALA/CDC42/CDC42EP1/RHOBTB3/RHOBTB1/ITSN1/SOS1/RAB27A/DOK1/RHOA/ARHGAP35/RAP2B/MAPKAP1/RHOC/MAPK14/GPSM2/ARHGEF18/RRAS/CDK2/GRB2/GPR18/SSX2IP/ARFGEF1/RASGRF1/RB1/MCF2L2/GNA12/CHUK/ARHGAP29/RDX/MAP4K4/IFT27/ROBO1/MCF2L/CDC42EP4/SPRY1/CYTH1/CDKN2A/TGFB2/DNM2/DOK2/ITSN2/ARHGEF2/MADD/PRKD1/CCNA2/NF1/ARHGDIB/SCAI/RAB33A/MET/ROCK2/RAC1/CSF1/RASGRP1/KIF14/FARP1/RAB2A/F2R/SHC2/ARHGAP5	123
BP	GO:0001666	response to hypoxia	105/2551	359/18670	6.441e-15	3.158e-12	1.925e-12	LDHA/ATM/CYP1A1/HK2/VEGFB/RBPJ/PHB2/CREBBP/ITPR2/CREB1/PIN1/CAT/NR4A2/TP53/AHCY/PINK1/PSEN2/AKT1/TXN2/VEGFA/PDLIM1/PSMB4/GATA6/CASP3/DDIT4/UCP2/BNIP3L/PPARD/ADM/PSME3/CAV1/ARNT/PMAIP1/XRCC1/HSF1/ADIPOQ/NDRG1/PSMB3/PSMD3/MMP14/PML/ADAM8/THBS1/PSMB9/PSMD11/ADA/PTGS2/CAPN2/PSMA1/MYB/ENO1/SCAP/MTOR/UBC/PSME1/RHOA/SRF/HMOX1/CFLAR/ATP7A/ASCL2/BAD/PSMD14/S100B/IRAK1/PGK1/RPS27A/PRKAA1/PSMC6/TM9SF4/LMNA/PSMA3/UCP3/TGFB2/PSMC1/SLC2A4/ACTN4/TGFBR3/PSMB1/SCFD1/MDM4/CUL2/CCNA2/NF1/PSMA4/KCNK2/TRH/FOXO3/CXCL12/RORA/PSMC4/EDNRA/PTN/PLOD2/ALAD/PPARA/ROCK2/NFE2L2/CCNB1/RWDD3/MTHFR/ADAM17/PSMD13/ANKRD1/PSMD8	105
BP	GO:0042110	T cell activation	126/2551	464/18670	6.532e-15	3.158e-12	1.925e-12	CD4/IGF1/ANXA1/SART1/VAV1/HLA-DMB/CD55/CD1C/CLPTM1/HES1/PRNP/TP53/FYN/AKT1/DUSP10/KDELR1/CD83/TNFRSF14/WAS/PIK3CD/ABL1/TCIRG1/CASP3/CD2/AIF1/TNFSF14/PATZ1/CD80/HFE/CD3D/ZFP36L2/CAV1/IFNG/GPR183/DOCK2/CCR7/SASH3/JMJD6/RHOH/TNFRSF21/NLRP3/STAT6/ADAM8/IL15/CSK/SYK/ADA/MALT1/PRKDC/NCSTN/CDC42/MYB/RSAD2/YES1/HLX/PNP/XBP1/DUSP3/SOS1/RAB27A/CXADR/CEBPB/MTOR/CD3G/RHOA/PRKCQ/NCKAP1L/SRF/FZD7/LAG3/IL12RB1/IFNA2/IRF1/BATF/FLOT2/GRB2/GPNMB/GPR18/ATP7A/LILRB4/STK11/TNFSF11/ZBTB1/AP3D1/BAD/MAP3K8/RELB/CTNNB1/CCR6/TNFSF8/CD27/KAT2A/CD44/ICOS/LIG4/CD28/CORO1A/FADD/LGALS9/LCK/CCL2/MYH9/DDOST/PTPN22/GLMN/CEACAM1/ITK/SIRPA/FANCA/SPTA1/TRAF6/FZD5/HSPD1/CD300A/RPL22/LGALS1/IDO1/XCL1/RORA/AIRE/ZBTB7B/LY9/ITGAL/RAC1/RASGRP1/ADAM17	126
BP	GO:0019318	hexose metabolic process	81/2551	249/18670	1.433e-14	6.432e-12	3.921e-12	NISCH/FBP1/MAN2B1/GAA/IGF1/FUCA1/PFKFB3/DDB1/PHLDA2/MAN2C1/ATF4/HK2/PGAM1/ENO2/SLC25A1/TP53/SORD/INPPL1/PFKP/AKT1/WDTC1/ATF3/ARPP19/PFKL/PPARD/NPY1R/PMAIP1/ADIPOQ/EPM2AIP1/PER2/MPI/CRY1/SLC37A4/FAM3A/CLK2/PC/ALDH1A1/GALK1/ENO1/IGFBP4/SLC25A11/GSK3A/IRS1/MTOR/GCGR/AKR1B1/MAPK14/PFKM/PFKFB2/FPGT/PHKG2/BAD/CHST15/GALE/PGK1/GCG/PRKAA1/PMM1/CREM/TPI1/KAT2A/FOXK2/KAT2B/FOXA2/AKT2/ENPP1/PDK2/PPP1CB/PDHB/DGKQ/MAN2A1/SLC25A13/AKR1A1/GPD2/RORA/MAN2A2/FABP5/PPARA/MAN2B2/CHST1/RBP4	81
BP	GO:0034599	cellular response to oxidative stress	92/2551	302/18670	2.139e-14	8.961e-12	5.463e-12	NCF4/GSTP1/ANXA1/HDAC6/JUN/ATF4/BTK/NR4A3/MGMT/MAPK3/TXN/CAT/NR4A2/TP53/MCL1/PINK1/FYN/AKT1/APEX1/GPX1/GPX3/DAPK1/TXNRD2/ABCD1/STK25/SFPQ/PDCD10/ABL1/ALDH3B1/AIF1/MPV17/TXNRD1/TNFAIP3/MMP9/NET1/ARNT/ADNP2/HSF1/STAT6/PML/PPIF/PRODH/KLF4/GPX7/MYB/GSR/PCNA/HNRNPD/MAPKAP1/OSER1/HGF/HMOX1/CFLAR/PRKCD/CDK2/AXL/ATP7A/SETX/RAD52/KDM6B/CHUK/TRAP1/PARP1/CYCS/VRK2/CTNNB1/HSPA1B/PSAP/PRKAA1/CYP1B1/AIFM1/NME5/DNM2/MAPK7/PDK2/GCH1/SLC7A11/SIRPA/DHFR/CD36/PRKD1/CCNA2/ARNTL/CCS/FOXO3/MET/NFE2L2/CDK1/MMP3/MAPK13/GPX2/SIGMAR1	92
BP	GO:0045088	regulation of innate immune response	122/2551	452/18670	2.852e-14	1.12e-11	6.831e-12	S100A8/GRN/GRAMD4/VAV1/HCK/RIOK3/BTK/ARRB2/SERPING1/CREBBP/CNPY3/UBE2D3/PPARG/MARCO/ITGAM/FYN/DUSP10/CTSK/DHX9/PSMB4/SFPQ/CACTIN/RPS19/IFNAR2/TLR5/CD14/TNFAIP3/PSME3/CAV1/IFNG/YTHDF3/ITCH/BIRC3/PSMB3/PSMD3/HSP90AB1/MED1/ADAM8/TANK/CRTAM/HRAS/PSMB9/PSMD11/FAM3A/SYK/MALT1/KRAS/PRKDC/PSMA1/RSAD2/HEXIM1/IKBKB/RTN4/SUMO1/LGMN/FGR/UBC/PSME1/ITGB2/FPR2/SCRIB/ICAM2/MMP12/SEC14L1/LAG3/EREG/IRF1/PRKCD/ADAR/OTUD4/MFHAS1/PSMD14/CHUK/IRF3/RELB/SAMHD1/LY96/IRAK1/HSPA1B/RPS27A/GPS2/STAT1/CLEC10A/NFKBIL1/FCN1/AIM2/XRCC5/TRAFD1/PRKACB/PSMC6/XRCC6/MNDA/PSMA3/CUL1/KIR2DL4/FGG/PSMC1/FADD/IKBKE/LGALS9/S100A9/PTPN22/RPS6KA3/PSMB1/CEACAM1/ICAM3/CD36/TRAF6/PVR/HSPD1/CD300A/PSMA4/PSMC4/CTSL/GFI1/TRIL/TLR1/RASGRP1/PSMD13/POLR3C/ERAP1/PSMD8	122
BP	GO:0019882	antigen processing and presentation	75/2551	226/18670	4.221e-14	1.561e-11	9.514e-12	NCF4/HLA-DMB/CD1C/CAPZB/AP1B1/AP2B1/AP1S2/HLA-DMA/AP2S1/DYNC1LI2/PSMB4/WAS/ITGB5/HFE/PSME3/CCR7/PSMB3/PSMD3/SEC24C/CLTA/ACE/KIFAP3/THBS1/PSMB9/PSMD11/TAP1/AP1S1/PSMA1/CTSD/SNAP23/IKBKB/OSBPL1A/DCTN3/HLA-DOB/ACTR1B/RAB27A/LGMN/SEC22B/PSME1/CD1A/LAG3/AP3D1/PSMD14/CAPZA1/CHUK/RELB/VAMP8/KIF22/HLA-DQB1/AP2M1/PSMC6/PSMA3/PDIA3/SEC24B/DYNC1H1/CTSF/PSMC1/CTSH/CTSE/DNM2/SEC24A/AP2A2/PSMB1/CD36/TRAF6/PSMA4/HLA-A/BCAP31/RAB33A/PSMC4/CTSL/PSMD13/ERAP1/PSMD8/CD1E	75
BP	GO:0030217	T cell differentiation	78/2551	240/18670	4.66e-14	1.627e-11	9.921e-12	CD4/ANXA1/SART1/VAV1/CLPTM1/TP53/DUSP10/KDELR1/CD83/PIK3CD/ABL1/TCIRG1/CD2/PATZ1/CD80/CD3D/ZFP36L2/IFNG/GPR183/DOCK2/CCR7/SASH3/JMJD6/RHOH/NLRP3/STAT6/ADAM8/IL15/SYK/ADA/MALT1/PRKDC/MYB/RSAD2/HLX/PNP/XBP1/SOS1/MTOR/CD3G/RHOA/NCKAP1L/SRF/FZD7/LAG3/IL12RB1/IFNA2/IRF1/BATF/GPR18/ATP7A/LILRB4/STK11/ZBTB1/AP3D1/BAD/RELB/CTNNB1/CCR6/TNFSF8/CD27/KAT2A/LIG4/CD28/FADD/LGALS9/LCK/PTPN22/ITK/FANCA/FZD5/RPL22/RORA/AIRE/ZBTB7B/LY9/RASGRP1/ADAM17	78
BP	GO:1901653	cellular response to peptide	108/2551	385/18670	5.746e-14	1.901e-11	1.159e-11	IGF1/GSTP1/POR/GNAI2/TSC2/SRD5A1/KLF10/NR4A3/ATP6V0A1/PRNP/CREB1/ATP6V0C/PTPRE/PPARG/NR4A2/ADCY3/RAP1B/TP53/CRHBP/RANGAP1/FYN/AKT1/WDTC1/APEX1/ROCK1/ID1/CASP4/TCIRG1/RHOQ/CAV1/CYFIP1/LRP1/VIM/ATP2B1/HSF1/ADIPOQ/NAMPT/STAT6/ATP6V1A/CSK/PTK2/AP3S1/PRKDC/APRT/KLF4/OSBPL8/ATP6AP1/XBP1/SOS1/LGMN/GSK3A/IRS1/LPL/PRKCQ/FPR2/GCGR/AKR1B1/ATP6V1B2/CFLAR/MYO5A/PRKCD/PRKCI/ATP6V1G1/GRB2/CSRP3/GHR/CDK4/ADCY9/PARP1/SREBF1/ATP6V1H/NDEL1/GCG/ANXA5/STAT1/DDX11/PRKAA1/ATP6V1D/PRKACB/ATP6V1E1/GRB10/KAT2B/AKT2/VAMP2/MEN1/ENPP1/NR4A1/PDK2/PTPN22/ARHGEF2/SLC2A4/PIK3R2/CEACAM1/CD36/CCNA2/PRKAR2B/ATP6V0E2/PRKAR2A/FOXO3/ZBTB7B/GH1/EPHA4/ROCK2/LEPROT/NFE2L2/ATP6V0D1/STAT5A/CDC6	108
BP	GO:2001233	regulation of apoptotic signaling pathway	112/2551	406/18670	6.769e-14	2.127e-11	1.297e-11	ERP29/S100A8/IGF1/GSTP1/BCL2A1/MOAP1/GNAI2/MAZ/CRADD/YWHAQ/ARRB2/MIF/NR4A2/DDX3X/TP53/MCL1/PINK1/FYN/TP53BP2/AKT1/PPP2R1A/CTSC/GPX1/RB1CC1/ATF3/DDIT3/LTBR/SFPQ/NOC2L/TNFAIP3/PSME3/CAV1/PEA15/MMP9/SIAH2/PMAIP1/PML/GRINA/HDAC1/THBS1/PPIF/PTGS2/ACVR1/G0S2/FAS/ENO1/CLU/NACC2/XBP1/CTH/ZNF205/GSK3A/MLLT11/BAK1/HGF/HMOX1/CFLAR/SKIL/PLAUR/PRKCD/IVNS1ABP/HTT/MAGED1/PPP3CC/TP63/RAD9A/BAD/EYA2/RB1/RBCK1/TRAP1/PARP1/CSF2/TNFSF10/CTNNB1/HSPA1B/BMP5/LMNA/INHBA/CD44/FGG/PDIA3/NME5/FADD/CTSH/LGALS9/LCK/MAPK7/FASLG/RPS7/S100A9/TRADD/CSNK2A1/FGFR1/ARHGEF2/MADD/WWOX/GCLM/NF1/TRAF1/HYAL2/YWHAH/BCAP31/CXCL12/YWHAB/RPL11/NFE2L2/GZMB/NDUFS3/KDM1A/TRIM32/HNRNPK	112
BP	GO:0019884	antigen processing and presentation of exogenous antigen	64/2551	182/18670	1.542e-13	4.614e-11	2.813e-11	NCF4/HLA-DMB/CD1C/CAPZB/AP1B1/AP2B1/AP1S2/HLA-DMA/AP2S1/DYNC1LI2/PSMB4/ITGB5/PSME3/PSMB3/PSMD3/SEC24C/CLTA/KIFAP3/PSMB9/PSMD11/TAP1/AP1S1/PSMA1/CTSD/SNAP23/IKBKB/OSBPL1A/DCTN3/HLA-DOB/ACTR1B/LGMN/SEC22B/PSME1/CD1A/LAG3/AP3D1/PSMD14/CAPZA1/CHUK/VAMP8/KIF22/HLA-DQB1/AP2M1/PSMC6/PSMA3/PDIA3/SEC24B/DYNC1H1/CTSF/PSMC1/CTSE/DNM2/SEC24A/AP2A2/PSMB1/CD36/TRAF6/PSMA4/HLA-A/PSMC4/CTSL/PSMD13/PSMD8/CD1E	64
BP	GO:0000302	response to reactive oxygen species	75/2551	232/18670	1.944e-13	5.552e-11	3.385e-11	GSTP1/LDHA/ANXA1/HDAC6/JUN/BTK/NR4A3/MAPK3/TXN/CAT/TXNIP/PINK1/FYN/AKT1/APEX1/GPX1/TXNRD2/STK25/PDCD10/ABL1/CASP3/MPV17/TNFAIP3/MMP9/NET1/CCR7/EEF2/HSF1/STAT6/PPIF/ADA/CAPN2/KLF4/MYB/AREG/PCNA/HNRNPD/BAK1/OSER1/HGF/HMOX1/CFLAR/PRKCD/CDK2/AXL/ATP7A/SETX/BAD/KDM6B/CHUK/TRAP1/PSAP/STAT1/PRKAA1/CYP1B1/UCP3/AIFM1/DNM2/MAPK7/PDK2/GCH1/SIRPA/DHFR/CD36/CCNA2/CCS/FOXO3/HYAL2/MET/NFE2L2/CDK1/GNAO1/MMP3/MAPK13/SIGMAR1	75
BP	GO:0007159	leukocyte cell-cell adhesion	97/2551	337/18670	2.045e-13	5.589e-11	3.407e-11	S100A8/CD4/IGF1/EZR/ANXA1/SART1/VAV1/HLA-DMB/CD55/ITGB7/HES1/NR4A3/PRNP/FYN/AKT1/DUSP10/CD83/TNFRSF14/ROCK1/ITGB1/CASP3/AIF1/TNFSF14/CD80/HFE/TSTA3/CAV1/IFNG/CCR7/SASH3/TNFRSF21/NLRP3/ADAM8/IL15/CSK/SYK/ADA/MALT1/PECAM1/CDC42/KLF4/MYB/YES1/HLX/PNP/XBP1/DUSP3/CEBPB/NFAT5/RHOA/ITGB2/PRKCQ/NCKAP1L/LAG3/IL12RB1/IFNA2/PTAFR/IRF1/FLOT2/GRB2/GPNMB/LILRB4/TNFSF11/ZBTB1/AP3D1/BAD/MAP3K8/IRAK1/GCNT1/CD27/CD44/ICOS/MADCAM1/CD28/CORO1A/FADD/LGALS9/LCK/CCL2/S100A9/PTPN22/GLMN/CEACAM1/SIRPA/SPTA1/TRAF6/HSPD1/CD300A/LGALS1/IDO1/XCL1/CXCL12/ZBTB7B/PPARA/ITGAL/RAC1/RASGRP1	97
BP	GO:0001819	positive regulation of cytokine production	122/2551	464/18670	2.152e-13	5.635e-11	3.435e-11	CD4/CEBPG/ANXA1/CSF1R/GPSM3/RIOK3/ADORA2B/ATF4/NR4A3/MIF/MAPK3/CREBBP/CREB1/DDX3X/TYROBP/AGPAT1/CD83/DHX9/DDIT3/TNFRSF14/LRRFIP1/POLR2L/ABL1/AZU1/CD2/AIF1/CD80/TLR5/CD14/IFNG/HTR2B/C5/ARNT/DDX21/LRP1/CCR7/IL1RAP/IL1RN/ADIPOQ/SASH3/BIRC3/PDE4D/NLRP3/STAT6/ADAM8/IL15/CRTAM/THBS1/HRAS/SYK/PTGS2/MALT1/PRKDC/MYB/RSAD2/CLU/XBP1/PRKD2/NFKB2/CEBPB/LPL/FGR/IRF8/ZBTB20/PRKCQ/MMP12/SEC14L1/HGF/MAPK14/POLR2E/IL12RB1/HMOX1/EREG/PTAFR/IRF1/IL1R1/CHUK/IRF3/CSF2/LY96/CTNNB1/IRAK1/HSPA1B/STAT1/FCN1/AIM2/XRCC5/CYP1B1/XRCC6/MNDA/KIR2DL4/CD28/CD200/ADCYAP1/FADD/LGALS9/PTPN22/ARHGEF2/GLMN/CD36/TRAF6/FZD5/HSPD1/PTPRJ/HYAL2/IDO1/XCL1/RORA/IL1RL1/CCL3/LY9/IL27RA/ROCK2/LUM/TLR1/RASGRP1/MAPK13/ADAM17/NLRP1/F2R/POLR3C/TRIM32	122
BP	GO:0022407	regulation of cell-cell adhesion	110/2551	403/18670	2.432e-13	6.114e-11	3.727e-11	CD4/IGF1/ANXA1/SART1/VAV1/HLA-DMB/CD55/ADAM19/HES1/NR4A3/PRNP/MINK1/FYN/AKT1/DUSP10/CD83/TNFRSF14/VEGFA/ABL1/CASP3/AIF1/TNFSF14/CD80/HFE/CAV1/IFNG/CCR7/SPINT2/IL1RN/ADIPOQ/SASH3/TNFRSF21/NLRP3/ADAM8/IL15/CSK/KIFAP3/PTK2/SYK/ADA/MALT1/CDC42/KLF4/MYB/YES1/HLX/PNP/XBP1/DUSP3/CEBPB/NFAT5/BMP6/SWAP70/RHOA/ITGB2/PRKCQ/NCKAP1L/MAPK14/LAG3/IL12RB1/IFNA2/PTAFR/IRF1/PRKCD/EPHA7/FLOT2/GRB2/GPNMB/LILRB4/TNFSF11/ZBTB1/EPCAM/PIEZO1/AP3D1/BAD/MAP3K8/RDX/IRAK1/PPM1F/CD27/ALOX15/CD44/ICOS/FGG/CD28/CORO1A/FOXA2/FADD/LGALS9/LCK/MAPK7/CCL2/PTPN22/GLMN/CEACAM1/SIRPA/SPTA1/TRAF6/HSPD1/CD300A/LGALS1/IDO1/CXCL13/XCL1/CXCL12/ZBTB7B/PPARA/RAC1/RASGRP1/NF2	110
BP	GO:0050852	T cell receptor signaling pathway	68/2551	202/18670	2.993e-13	7.234e-11	4.41e-11	CD4/EZR/BTK/PRNP/ELF1/FYN/PSMB4/WAS/PIK3CD/EIF2B5/ABL1/INPP5D/CD3D/GBP1/PSME3/CCR7/TRBC1/PSMB3/PDE4D/PSMD3/TNFRSF21/CSK/HRAS/THEMIS2/PSMB9/PSMD11/ADA/MALT1/PSMA1/IKBKB/DUSP3/PRKD2/PSME1/CD3G/PRKCQ/LILRB4/STK11/EIF2B1/PSMD14/BTN3A3/RBCK1/CHUK/HLA-DQB1/PSMC6/EIF2B2/PSMA3/CUL1/CD28/PSMC1/LCK/CD247/PTPN22/PIK3R2/PSMB1/CEACAM1/ITK/TRAF6/CD300A/PSMA4/KCNN4/EIF2B4/PIK3CB/PTPRJ/PSMC4/LCP2/PSMD13/TRAT1/PSMD8	68
BP	GO:0097193	intrinsic apoptotic signaling pathway	86/2551	289/18670	6.432e-13	1.497e-10	9.128e-11	ERP29/S100A8/BCL2A1/MOAP1/ATM/TNFRSF1A/CRIP1/ATF4/CDKN1A/MIF/BAG6/DDX3X/TP53/MCL1/PINK1/TP53BP2/AKT1/GPX1/DDIT3/HIPK1/XPA/STK25/CASP4/SFPQ/NOC2L/PDCD10/ABL1/CASP3/DDIT4/CAV1/MMP9/PMAIP1/PML/GRINA/HDAC1/HRAS/PPIF/PTGS2/PRODH/PRKDC/ENO1/CLU/NACC2/XBP1/CEBPB/MLLT11/BAK1/POU4F1/CUL4A/HMOX1/SKIL/PLAUR/PRKCD/IVNS1ABP/SNW1/STK11/TP63/RAD9A/BAD/TRAP1/PARP1/PPM1F/CYP1B1/CD44/AIFM1/CUL1/NME5/IKBKE/LCK/MAPK7/PDK2/RPS7/S100A9/ARHGEF2/WWOX/CUL2/RRP8/MSH2/BCAP31/CXCL12/RPL11/NFE2L2/NDUFS3/KDM1A/TRIM32/HNRNPK	86
BP	GO:0050900	leukocyte migration	127/2551	499/18670	8.563e-13	1.922e-10	1.172e-10	S100A8/ANXA1/FLT1/CMKLR1/SLC7A8/GPSM3/VAV1/PIP5K1C/BSG/HCK/ITGB7/VEGFB/ABR/MIF/CXCL9/MAPK3/HRH1/CD99/ITGAM/FYN/AKT1/MPP1/GBF1/TNFRSF14/ROCK1/VEGFA/CD48/ITGB1/PIK3CD/AZU1/CD2/AIF1/TNFSF14/RPS19/ATP1B3/INPP5D/CAV1/C5/GPR183/FN1/CCL7/CCR7/IL1RN/OXSR1/PDE4D/MMP14/ADAM8/ECM1/THBS1/SYK/ADA/PECAM1/CCL20/PPBP/SLC12A2/YES1/ADAM10/SOS1/CXADR/LGMN/GAS6/SWAP70/RHOA/ITGB2/CCR5/FPR2/NCKAP1L/PDGFB/PPIL2/MAPK14/PLA2G7/HMOX1/PTAFR/ITGA1/CSF3R/GRB2/IL1R1/GPR18/TNFSF11/EPCAM/PROS1/MMP1/OLR1/BST1/BMP5/CCR6/GCNT1/CXCL8/CD44/MADCAM1/TGFB2/CD200/CORO1A/FADD/LGALS9/DOK2/LCK/GYPC/CCL2/S100A9/MYH9/CCL16/SDC3/MERTK/PIK3R2/SLC7A11/CEACAM1/SIRPA/GPC1/CD300A/PIK3CB/CD84/CXCL13/SLC7A5/XCL1/CXCL12/AIRE/LYST/CCL3/PTN/S100A12/IL27RA/ITGAL/TNFRSF11A/RAC1/CSF1/ADAM17	127
BP	GO:0051090	regulation of DNA-binding transcription factor activity	114/2551	432/18670	1.032e-12	2.237e-10	1.364e-10	ADORA3/S100A8/CEBPG/CMKLR1/BHLHE40/HCK/JUN/HCLS1/BTK/ARRB2/ARID5B/PHB2/MAPK3/DAP/PRNP/PIM1/TRIM26/CAT/PPARG/TRIM27/PINK1/AKT1/DHX9/DDIT3/VEGFA/MED13/ID1/LRRFIP1/CACTIN/CTNNBIP1/RPS6KA4/FZD2/TNFAIP3/CAV1/RNF2/ITCH/IL1RAP/NLRP3/ADAM8/BUD31/SYK/RNF41/MALT1/KRAS/KLF4/IKBKB/CLU/WWP2/PRKD2/CTH/SUMO1/NFKB2/GAS6/UBC/ITGB2/PRKCQ/POU4F1/SRF/MAPK14/HMOX1/CFLAR/MID2/PRKCI/FLOT2/CREBZF/TNFSF11/TAX1BP1/RB1/RBCK1/TRIM14/CHUK/CRTC1/CTNNB1/IRAK1/HSPA1B/RPS27A/TAF12/NFKBIL1/AIM2/ID3/CYP1B1/CDKN2A/CD200/FOXA2/MXI1/MEN1/ENPP1/LGALS9/CARM1/ID2/S100A9/TRADD/ARHGEF2/NPM1/JUP/CD36/FANCA/PRKD1/TRAF6/ERC1/TRAF1/MTDH/XCL1/FZD6/S100A12/GFI1/MAPK10/PRKCH/TNFRSF11A/RWDD3/TMSB4X/KDM1A/LRP6/TRIM32	114
BP	GO:0048002	antigen processing and presentation of peptide antigen	64/2551	189/18670	1.099e-12	2.303e-10	1.404e-10	NCF4/HLA-DMB/CAPZB/AP1B1/AP2B1/AP1S2/HLA-DMA/AP2S1/DYNC1LI2/PSMB4/ITGB5/HFE/PSME3/PSMB3/PSMD3/SEC24C/CLTA/ACE/KIFAP3/PSMB9/PSMD11/TAP1/AP1S1/PSMA1/CTSD/SNAP23/IKBKB/OSBPL1A/DCTN3/HLA-DOB/ACTR1B/LGMN/SEC22B/PSME1/LAG3/PSMD14/CAPZA1/CHUK/VAMP8/KIF22/HLA-DQB1/AP2M1/PSMC6/PSMA3/PDIA3/SEC24B/DYNC1H1/CTSF/PSMC1/CTSE/DNM2/SEC24A/AP2A2/PSMB1/CD36/TRAF6/PSMA4/HLA-A/BCAP31/PSMC4/CTSL/PSMD13/ERAP1/PSMD8	64
BP	GO:0062012	regulation of small molecule metabolic process	119/2551	459/18670	1.199e-12	2.432e-10	1.483e-10	FBP1/P2RY6/IGF1/ANXA1/PFKFB3/POR/DDB1/PHLDA2/NUP50/ADORA2B/OAZ2/PGAM1/NR4A3/PPARG/HRH1/SCD/TP53/ATP2B4/FASN/PINK1/AKT1/WDTC1/MVD/COMT/ARPP19/ABCD1/PSMB4/DDIT4/ADM/PSME3/CAV1/IFNG/ARNT/PMAIP1/ADIPOQ/PSMB3/EPM2AIP1/PSMD3/EIF6/CRY1/SPHK2/PSMB9/PPIF/PSMD11/FAM3A/PTGS2/GSTZ1/CLK2/PLEK/PSMA1/ME1/OAZ3/SREBF2/ENO1/IGFBP4/TM7SF2/ADIPOR2/BMP6/GSK3A/IRS1/SCAP/MTOR/PSME1/RHOA/ZBTB20/PMVK/PDGFB/GCGR/PTAFR/PFKFB2/ATP7A/FDFT1/PHKG2/BAD/PSMD14/FGF1/FDPS/PARP1/SREBF1/PGK1/GCG/BMP5/PRKAA1/RAE1/PSMC6/COX7A2/KAT2A/FOXK2/PSMA3/RAN/KAT2B/PSMC1/FOXA2/AKT2/TPR/ENPP1/PDK2/PPP1CB/SLC7A11/PSMB1/CEACAM1/ELOVL5/DGKQ/PSMA4/PRKAG1/ABCG1/RORA/ISCU/PSMC4/FABP5/GFI1/PPARA/CCNB1/CDK1/TMSB4X/PSMD13/CYP27B1/NCOR2/PSMD8	119
BP	GO:1903706	regulation of hemopoiesis	122/2551	475/18670	1.244e-12	2.443e-10	1.49e-10	CD4/ANXA1/SART1/JUN/HCLS1/CLPTM1/BTK/HES1/KLF10/NR4A3/CREBBP/CREB1/PIM1/CD101/SPI1/TYROBP/DUSP10/TFE3/CD83/PSMB4/ABL1/CD2/CTNNBIP1/CD80/INPP5D/ZFP36L2/PSME3/IFNG/FES/ARNT/NOTCH2/ITCH/LDB1/ADIPOQ/SASH3/PSMB3/PSMD3/NLRP3/MMP14/MED1/EIF6/HDAC1/ADAM8/ACE/IL15/THBS1/PSMB9/PSMD11/SYK/ADA/RNF41/MALT1/PSMA1/MYB/HLX/ATP6AP1/PNP/XBP1/SOS1/GNAS/GAS6/CEBPB/MTOR/PSME1/RHOA/PRKCQ/POU4F1/CUL4A/HSPA9/NCKAP1L/KMT2B/MAPK14/LAG3/IL12RB1/IFNA2/IRF1/CSF3R/FSHB/AXL/LILRB4/TNFSF11/ZBTB1/AP3D1/BAD/LMO2/PSMD14/DPF2/RB1/CSF2/CTNNB1/HSPA1B/STAT1/PSMC6/CD27/KAT2A/INHBA/PSMA3/CD28/KAT2B/PSMC1/LOX/FADD/LGALS9/ID2/PSMB1/CEACAM1/FANCA/TRAF6/NF1/PSMA4/MEIS2/FOXO3/PSMC4/CCL3/PTN/ZBTB7B/NFE2L2/CSF1/PAF1/RASGRP1/PSMD13/PSMD8	122
